0,962,FALSE
0,288,FALSE
0,752,TRUE
0,541,FALSE
0,154,TRUE
0,230,FALSE
0,165,TRUE
0,990,TRUE
0,955,FALSE
0,185,TRUE
1,81,TRUE
1,356,FALSE
1,550,TRUE
1,545,FALSE
1,847,TRUE
1,408,TRUE
1,255,TRUE
1,389,TRUE
1,365,TRUE
1,170,FALSE
2,704,FALSE
2,994,FALSE
2,193,FALSE
2,431,FALSE
2,617,FALSE
2,147,TRUE
2,76,TRUE
2,445,FALSE
2,296,TRUE
2,205,FALSE
3,735,TRUE
3,571,FALSE
3,29,FALSE
3,133,TRUE
3,608,FALSE
3,726,TRUE
3,32,FALSE
3,208,FALSE
3,476,FALSE
3,918,FALSE
4,589,TRUE
4,268,FALSE
4,459,TRUE
4,473,TRUE
4,446,TRUE
4,886,TRUE
4,418,FALSE
4,985,FALSE
4,734,TRUE
4,947,TRUE
5,643,FALSE
5,658,FALSE
5,193,TRUE
5,147,TRUE
5,265,TRUE
5,272,FALSE
5,266,TRUE
5,563,FALSE
5,195,TRUE
5,484,FALSE
6,470,FALSE
6,753,FALSE
6,124,FALSE
6,176,FALSE
6,821,FALSE
6,577,TRUE
6,313,FALSE
6,462,TRUE
6,402,FALSE
6,479,TRUE
7,817,TRUE
7,436,TRUE
7,801,TRUE
7,196,TRUE
7,644,FALSE
7,32,TRUE
7,129,FALSE
7,400,TRUE
7,392,TRUE
7,72,FALSE
8,774,FALSE
8,38,FALSE
8,742,TRUE
8,436,TRUE
8,990,TRUE
8,283,FALSE
8,14,FALSE
8,649,TRUE
8,233,TRUE
8,88,FALSE
9,179,FALSE
9,655,FALSE
9,97,FALSE
9,793,TRUE
9,275,FALSE
9,765,TRUE
9,922,TRUE
9,549,FALSE
9,181,TRUE
9,183,TRUE
10,523,FALSE
10,932,FALSE
10,557,TRUE
10,41,FALSE
10,519,TRUE
10,730,TRUE
10,998,TRUE
10,984,FALSE
10,640,TRUE
10,30,TRUE
11,480,FALSE
11,986,TRUE
11,31,FALSE
11,31,TRUE
11,437,TRUE
11,978,TRUE
11,339,FALSE
11,548,TRUE
11,149,TRUE
11,422,FALSE
12,447,FALSE
12,81,FALSE
12,611,FALSE
12,63,FALSE
12,860,FALSE
12,95,FALSE
12,88,FALSE
12,846,FALSE
12,622,TRUE
12,493,FALSE
13,961,FALSE
13,237,FALSE
13,380,FALSE
13,449,FALSE
13,283,TRUE
13,604,TRUE
13,446,TRUE
